,weight,height,bone_density
0,62.64664974256562,179.3537692807198,1.3727456205459698
1,52.45401112879029,252.7174534604453,1.0657495296205417
2,88.92650008185721,173.91873957480436,1.859431853037541
3,60.78288513714125,210.8638284950744,0.8603218752087735
4,157.35286481630044,270.0105708058826,2.162270226629428
5,128.7266803177149,211.7197683415353,0.2133489129164009
6,59.536020938692566,207.8993326322012,0.8955906533692823
7,157.9825975953793,258.79478335181454,1.841469208826684
8,49.74669523174945,250.49754030690627,1.0601858859008264
9,121.29950280988253,250.3299272537837,0.4159655345154313
10,68.86291352040044,229.35214548619356,0.8262735371997273
11,119.6386246404786,210.13468519526447,0.7129275177494313
12,166.03019207343442,269.00145573692174,1.9483866039739464
13,66.19860308023495,244.36340884233343,0.7787962343863105
14,56.00153366284497,213.24376955512705,0.7267774639075575
15,90.83980077591823,233.4125083126993,0.9342115223297603
16,127.92102267159676,250.5528165151496,1.4073036926864435
17,62.15405489922043,207.8269674853865,0.5668297045236375
18,115.32375978651156,213.06548761131836,0.153925912916264
19,126.29388020802864,187.0982225970421,0.4955843072247456
20,137.1492801086456,198.4329977694045,0.8718989376310191
21,82.44421648178519,203.38241591618424,1.5740748216626967
22,122.10477321523116,238.96484035027493,0.4083659858525149
23,124.23223977144494,138.4656475598266,1.0324283892648063
24,142.4587206559356,184.529303577886,0.5217356665503352
25,136.6965607774761,187.77844185637397,1.0417149530171357
26,140.20993578469125,171.92262364107486,0.651896323862107
27,117.29938598226964,230.96684401955,0.565627448768778
28,189.95436789095015,288.3380882576541,1.879872926772812
29,77.92424366028779,195.4698120818839,1.4012679235197727
30,72.57579103841442,262.59220173583856,1.09019133703906
31,63.384226747939934,271.3740972809129,0.8496180537033897
32,115.8580733607362,236.9409451012076,0.5147009833529117
33,135.24811774113232,240.44435140060904,0.5348936119458104
34,90.05737315578084,165.3739475305971,1.756428550057898
35,126.69103291404544,205.3514819447023,0.6038548897574813
36,181.9164349202284,267.67893117195155,1.9261872746397677
37,193.60799709342973,272.8973291894579,1.7671877657703066
38,80.00224298218845,152.47853922466754,1.421023605231276
39,129.75103607656212,180.28785096266225,0.5677668906584383
40,53.063925286795815,196.0904202245692,0.9046145569617792
